source_literature_key,source_literature_title,source_literature_path,source_literature_abs_path,source_literature_doi,source_match_confidence,source_match_status,source_match_rule,source_match_basis,source_match_notes,wff_dataset,wff_source_file,wff_row_number,source_path_exists,Cation,anion,compound,surface,h,r_cat,logP_cat,MW_cat,N_rot_cat,velocity,I_ss,Potential,MW_an,Bertz_cat,r_an,N_qN_cat,σ_s,γ_s,TPSA_an,Rq,TPSA_cat,BalJ_cat,logP_an,θ_s,I_H2O,T,x_IL,N_HA_cat,Bertz_an,BalJ_an,μ,friction_bin,cation_bin,stratify_label,original_index,friction_pred,friction_diff,error_flag,N_HD_cat
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,29,True,[EA]+,[N]-,zero,mica,0.1,2.431285504,-0.7518,46.093,0,5.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.04905363,1.0,46.093,1_46.093,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,30,True,[EA]+,[N]-,zero,mica,0.28,2.431285504,-0.7518,46.093,0,20.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.281,4.0,46.093,4_46.093,,,,,
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-1.0 / velocity=1.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",film,film+dataset0312.csv,31,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),2.9,5.174799948,12.446,483.87,28,1.0,0,-1.0,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,3.1,0,682.1804819,1.591434542,0.0944,2.0,483.87,2_483.87,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,32,True,[EA]+,[F]-,zero,mica,0.537074148,2.431285504,-0.7518,46.093,0,5.0,0,0.0,45.017,2.754887502,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.632993162,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.929113924,6.0,46.093,6_46.093,,,,,
bmim_aot_water_2025,Potential-dependent superlubricity of stainless steel and Au(111) using a water-in-surface-active ionic liquid mixture,reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,,high,matched_local_reference,bmim_aot_h2o_au_stainless,[BMIm]+ [AOT]- / compound=H2O / surface=stainless steel / potential=0.0 / velocity=6.0,1.6 M [BMIm][AOT] water-in-surface-active ionic liquid mixture on Au(111)/stainless steel.,film,film+dataset0312.csv,33,True,[BMIm]+,[AOT]-,H2O,stainless steel,2.0,3.310978931,1.1127,139.222,3,6.0,1,0.0,421.576,190.8925906,4.637037402,0,0.07,0.01,109.8,0.8,8.81,2.422977778,3.8095,72.0,1,298,16.5,1,544.7574562,4.726289834,3.4,7.0,139.222,7_139.222,,,,,
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-0.12 / velocity=6.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",film,film+dataset0312.csv,34,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),2.48,5.174799948,12.446,483.87,28,6.0,0,-0.12,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,0.67,0,682.1804819,1.591434542,0.093,2.0,483.87,2_483.87,,,,,
bmim_aot_water_2025,Potential-dependent superlubricity of stainless steel and Au(111) using a water-in-surface-active ionic liquid mixture,reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,,high,matched_local_reference,bmim_aot_h2o_au_stainless,[BMIm]+ [AOT]- / compound=H2O / surface=Au(111) / potential=0.5 / velocity=6.0,1.6 M [BMIm][AOT] water-in-surface-active ionic liquid mixture on Au(111)/stainless steel.,film,film+dataset0312.csv,35,True,[BMIm]+,[AOT]-,H2O,Au(111),1.65,3.310978931,1.1127,139.222,3,6.0,0,0.5,421.576,190.8925906,4.637037402,0,0.7,-0.02,109.8,0.2,8.81,2.422977778,3.8095,60.0,1,298,16.5,1,544.7574562,4.726289834,0.442,5.0,139.222,5_139.222,,,,,
dicationic_2019,Interfacial Structure and Boundary Lubrication of a Dicationic Ionic Liquid,reference/Lubrication/Extracted/2019-Interfacial structure and boundary lubrication of a dicationic ionic liquid.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2019-Interfacial structure and boundary lubrication of a dicationic ionic liquid.pdf,,high,matched_local_reference,dicationic_tfsi_mica,[C10(C1Im)2]2+ [TFSI]- / compound=zero / surface=mica / potential=0.0 / velocity=0.47,Dicationic [C10(C1Im)2][TFSI] boundary lubrication between mica surfaces.,film,film+dataset0312.csv,36,True,[C10(C1Im)2]2+,[TFSI]-,zero,mica,1.6,4.268585015,2.8978,304.482,11,0.47,0,0.0,280.147,478.4344778,3.359227186,0,1.77,-0.16,82.38,0.0596,39.34,1.38550141,1.0593,0.0,0,298,100.0,0,384.7328028,5.284512596,0.0594,1.0,304.482,1_304.482,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,37,True,[EA]+,[N]-,zero,mica,0.75,2.431285504,-0.7518,46.093,0,20.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.469,5.0,46.093,5_46.093,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[DMEA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,38,True,[DMEA]+,[F]-,zero,mica,0.445396146,2.824148313,-0.8492,74.147,1,20.0,0,0.0,45.017,17.60964047,2.091441062,1,1.77,-0.16,40.13,0.0569,4.44,2.539538861,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.569620253,5.0,74.147,5_74.147,,,,,
control_gold_2012,Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer,reference/Lubrication/3.10/2012-Rutland-Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2012-Rutland-Control of Nanoscale Friction on Gold in an Ionic Liquid by a Potential-Dependent Ionic Lubricant Layer.pdf,,high,matched_local_reference,py14_fap_au,"[Py1,4]+ [FAP]- / compound=zero / surface=Au(111) / potential=-1.0 / velocity=6.0","Exact [Py1,4][FAP] on Au(111) potential-dependent lubricant layer system.",film,film+dataset0312.csv,39,True,"[Py1,4]+",[FAP]-,zero,Au(111),5.001786,3.423597497,2.0269,142.266,3,6.0,0,-1.0,445.004,92.90138861,3.775688868,1,0.7,-0.02,0.0,1.0,0.0,2.21874475,7.1942,60.0,0,298,100.0,0,468.4882895,7.871070033,0.2,4.0,142.266,4_142.266,,,,,
bmim_surfaces_2022,Ionic liquids on uncharged and charged surfaces: in situ microstructures and nanofriction,reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,10.1007/s40544-021-0566-5,high,matched_local_reference,bmim_bf4_pf6_mica_hopg,[BMIm]+ [PF6]- / compound=zero / surface=mica / potential=0.0 / velocity=20.0,BMIM BF4/PF6 on uncharged mica and HOPG with in situ microstructures and nanofriction.,film,film+dataset0312.csv,40,True,[BMIm]+,[PF6]-,zero,mica,1.9,3.310978931,1.1127,139.222,3,20.0,0,0.0,144.962,190.8925906,2.529372901,0,1.77,-0.16,0.0,0.66,8.81,2.422977778,3.3824,0.0,0,298,100.0,1,62.74506838,4.431293675,0.11,2.0,139.222,2_139.222,,,,,
surface_active_2024,Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate,reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/Surface-active ionic liquids as lubricant additives to hexadecane and diethyl succinate.pdf,,high,matched_local_reference,p66614_aot_ds_stainless_additives,"[P6,6,6,14]+ [DS]- / compound=(CH2CO2Et)2 / surface=stainless steel / potential=0.0 / velocity=6.0",Surface-active phosphonium AOT/DS additives in hexadecane or diethyl succinate on stainless steel.,film,film+dataset0312.csv,41,True,"[P6,6,6,14]+",[DS]-,(CH2CO2Et)2,stainless steel,0.84,5.174799948,12.446,483.87,28,6.0,1,0.0,265.395,319.1282666,3.990255029,0,0.07,0.01,66.43,0.9,0.0,4.337445108,3.3841,72.0,0,298,0.493,0,249.2312434,3.038016531,0.74,5.0,483.87,5_483.87,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[PA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=10.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,42,True,[PA]+,[F]-,zero,mica,0.666666667,2.642365161,-0.3617,60.12,1,10.0,0,0.0,45.017,5.245112498,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.974744871,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.97721519,6.0,60.12,6_60.12,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=30.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,43,True,[EA]+,[N]-,zero,mica,0.75,2.431285504,-0.7518,46.093,0,30.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,369,100.0,0,26.26466251,2.803039488,0.133,3.0,46.093,3_46.093,,,,,
bmim_surfaces_2022,Ionic liquids on uncharged and charged surfaces: in situ microstructures and nanofriction,reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2022-Ionic liquids on uncharged and charged surfaces In situ.pdf,10.1007/s40544-021-0566-5,high,matched_local_reference,bmim_bf4_pf6_mica_hopg,[BMIm]+ [PF6]- / compound=zero / surface=HOPG / potential=0.0 / velocity=20.0,BMIM BF4/PF6 on uncharged mica and HOPG with in situ microstructures and nanofriction.,film,film+dataset0312.csv,44,True,[BMIm]+,[PF6]-,zero,HOPG,7.2,3.310978931,1.1127,139.222,3,20.0,0,0.0,144.962,190.8925906,2.529372901,0,0.05,-0.0002,0.0,0.89,8.81,2.422977778,3.3824,85.0,0,298,100.0,1,62.74506838,4.431293675,0.0015,0.0,139.222,0_139.222,,,,,
graphite_2021,Potential-Dependent Superlubricity of Ionic Liquids on a Graphite Surface,reference/Lubrication/2021-atkin-potential-dependent-superlubricity-of-ionic-liquids-on-a-graphite-surface.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/2021-atkin-potential-dependent-superlubricity-of-ionic-liquids-on-a-graphite-surface.pdf,10.1021/acs.jpcc.0c10804,high,matched_local_reference,phosphonium_hopg_graphite,"[P6,6,6,14]+ [BEHP]- / compound=zero / surface=HOPG / potential=1.0 / velocity=6.0",HOPG phosphonium ionic-liquid comparison series from the graphite potential-dependent superlubricity paper.,film,film+dataset0312.csv,45,True,"[P6,6,6,14]+",[BEHP]-,zero,HOPG,4.9,5.174799948,12.446,483.87,28,6.0,0,1.0,321.418,319.1282666,4.32349866,0,0.05,-0.0002,58.59,0.89,0.0,4.337445108,4.9208,85.0,0,298,100.0,0,259.4505415,4.075382025,0.012,0.0,483.87,0_483.87,,,,,
bmim_aot_water_2025,Potential-dependent superlubricity of stainless steel and Au(111) using a water-in-surface-active ionic liquid mixture,reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2025-Potential-dependent superlubricity of stainless steel and Au(111) using a.pdf,,high,matched_local_reference,bmim_aot_h2o_au_stainless,[BMIm]+ [AOT]- / compound=H2O / surface=Au(111) / potential=0.5 / velocity=6.0,1.6 M [BMIm][AOT] water-in-surface-active ionic liquid mixture on Au(111)/stainless steel.,film,film+dataset0312.csv,46,True,[BMIm]+,[AOT]-,H2O,Au(111),3.97,3.310978931,1.1127,139.222,3,6.0,0,0.5,421.576,190.8925906,4.637037402,0,0.7,-0.02,109.8,0.2,8.81,2.422977778,3.8095,60.0,1,298,16.5,1,544.7574562,4.726289834,0.001,0.0,139.222,0_139.222,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[DMEA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,47,True,[DMEA]+,[F]-,zero,mica,0.445396146,2.824148313,-0.8492,74.147,1,5.0,0,0.0,45.017,17.60964047,2.091441062,1,1.77,-0.16,40.13,0.0569,4.44,2.539538861,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.508860759,5.0,74.147,5_74.147,,,,,
bmb_pc_2020,Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent: effect of concentration,reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/3.10/2020-Rutland-Electroresponsive structuring and friction of a non-halogenated ionic liquid in a polar solvent effect of concentration.pdf,10.1039/D0CP02736G,high,matched_local_reference,p66614_bmb_pc_au,"[P6,6,6,14]+ [BMB]- / compound=PC / surface=Au(111) / potential=-1.0 / velocity=6.0","Exact P6,6,6,14 BMB in propylene carbonate on Au(111), matching the 2020 electroresponsive PC/gold paper.",film,film+dataset0312.csv,48,True,"[P6,6,6,14]+",[BMB]-,PC,Au(111),2.42,5.174799948,12.446,483.87,28,6.0,0,-1.0,311.078,319.1282666,3.97427778,0,0.7,-0.02,71.06,0.835,0.0,4.337445108,2.0514,60.0,0,298,0.67,0,682.1804819,1.591434542,0.0725,2.0,483.87,2_483.87,,,,,
protic_2014,Effect of ion structure on nanoscale friction in protic ionic liquids,reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2014-Rutland-Effect of ion structure on nanoscale friction in protic ionic liquids.pdf,,high,matched_local_reference,protic_ion_structure_2014,[EA]+ [F]- / compound=zero / surface=mica / potential=0.0 / velocity=5.0,"Protic ionic-liquid ion-structure series on mica/silica, covering EA/PA/DMEA/EtA nitrate/formate systems.",film,film+dataset0312.csv,49,True,[EA]+,[F]-,zero,mica,1.667334669,2.431285504,-0.7518,46.093,0,5.0,0,0.0,45.017,2.754887502,2.091441062,1,1.77,-0.16,40.13,0.0569,27.64,1.632993162,-1.6339,0.0,0,298,100.0,0,10.26466251,2.187496097,0.871478873,6.0,46.093,6_46.093,,,,,
ean_mica_2012,Ionic liquid nanotribology: mica-silica interactions in ethylammonium nitrate,reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,/Users/julyanffzz/项目/Ioniclink/reference/Lubrication/Extracted/2012-rutland-Ionic liquid nanotribology mica–silica interactions in ethylammonium nitrate.pdf,10.1039/C2SM25620K,high,matched_local_reference,ean_mica_silica_2012,[EA]+ [N]- / compound=zero / surface=mica / potential=0.0 / velocity=30.0,"EAN on mica/silica nanotribology system. Some EAN rows overlap ion-structure comparisons, but this is the EAN-specific primary paper in the local Lubrication corpus.",film,film+dataset0312.csv,50,True,[EA]+,[N]-,zero,mica,0.4,2.431285504,-0.7518,46.093,0,30.0,0,0.0,62.004,2.754887502,2.192174955,1,1.77,-0.16,66.2,0.0569,27.64,1.632993162,-0.2391,0.0,0,298,100.0,0,26.26466251,2.803039488,0.14,3.0,46.093,3_46.093,,,,,
